term,en,pl
Clues/Info/ShortTelescope 1,"A small brass tool with a curved, glass lens.
It has a screw at the base.","Małe mosiężne narzędzie z zakrzywioną szklaną soczewką.
Ma gwint u podstawy."
Clues/Info/ShortTelescope 2,Hawkshaw says it's a handheld microscope used for detective work.,"Hawkshaw mówi, że to ręczny mikroskop używany do pracy detektywistycznej."
Clues/Info/ShortTelescope 3,"Fifi says it's not a microscope of any kind, as it has a telescopic lens.","Fifi mówi, że to w ogóle nie jest mikroskop, bo ma soczewkę teleskopową."
Clues/Info/ShortTelescope 4,Hawkshaw admitted it's a telescope she carries around for sentimental reasons.,"Hawkshaw przyznała, że to teleskop, który nosi ze względów sentymentalnych."
Clues/Info/SparklyFruit 1,"A potted fruit with a hard, gemstone-like skin.
The soil in the pot is an unusual blue colour.","Owoc w donicy o twardej, przypominającej klejnot skórce.
Ziemia w donicy ma niezwykły niebieski kolor."
Clues/Info/SparklyFruit 2,"The soil is made by Fitz, using the water from the lake around Tangle Tower.","Ziemię tworzy Fitz, używając wody z jeziora otaczającego Tangle Tower."
Clues/Info/SparklyFruit 3,Fitz uses this unique blue soil to grow all his plants.,Fitz używa tej unikalnej niebieskiej ziemi do hodowania wszystkich swoich roślin.
Clues/Info/SparklyFruit 4,The fruit is inedible. But it has some value as a precious mineral.,Owoc jest niejadalny. Ale ma pewną wartość jako cenny minerał.
Clues/Info/TangleTower 1,"A small painting on a scrap of paper.
A few notes have been written on the back.","Mały obraz na skrawku papieru.
Z tyłu zapisano kilka notatek."
Clues/Info/TangleTower 2,"Nowadays it goes by 'Tangle Tower', but it's actually a pair of towers connected by a mansion at the base.","Obecnie nazywa się to 'Tangle Tower', ale to tak naprawdę para wież połączonych rezydencją u podstawy."
Clues/Info/TangleTower 3,"It is surrounded by a circular lake.
The water is an unusual mix of colours.","Otacza je okrągłe jezioro.
Woda jest niezwykłą mieszanką kolorów."
Clues/Info/TangleTower 4,"The lake is enclosed by sheer, pale cliffs.
They're too steep and smooth to climb.","Jezioro otoczone jest stromymi, bladymi klifami.
Są zbyt strome i gładkie, żeby się na nie wspiąć."
Clues/Info/TangleTower 5,"Tangle Tower is currently home to both
the Fellow family and the Pointer family.","Tangle Tower jest obecnie domem zarówno
dla rodziny Fellow, jak i rodziny Pointer."
Clues/Info/WireReel 1,"A brass reel with a screw at the top.

Coiled around the reel is a length of fine red rope.","Mosiężna szpula z gwintem na górze.

Wokół szpuli owinięty jest kawałek cienkiej czerwonej linki."
Clues/Names/AngryLetter,Opened Letter,Otwarty List
Clues/Names/BirdBook,Bird Book,Książka o Ptakach
Clues/Names/BuildingPlans,Building Plans,Plany Budynku
Clues/Names/BurntItems,Burnt Items,Spalone Rzeczy
Clues/Names/CaseFile,Case File,Akta Sprawy
Clues/Names/CeramicEgg,Empty Egg,Puste Jajko
Clues/Names/ChildrensBook,Children's Book,Dziecięca Książka
Clues/Names/CrackedTape,Cracked Tape,Pęknięta Taśma
Clues/Names/CrumpledPetals,Crumpled Paper,Zmięty Papier
Clues/Names/DamagedPhoto,Damaged Photo,Zniszczone Zdjęcie
Clues/Names/DamagedTape,Damaged Tape,Uszkodzona Taśma
Clues/Names/FelixsModels,Painted Model,Malowany Model
Clues/Names/FlorasDrawings,Flora's Drawings,Rysunki Flory
Clues/Names/FourFeathers,Four Feathers,Cztery Pióra
Clues/Names/FreyasDrawings,Freya's Drawings,Rysunki Freyi
Clues/Names/FreyasPaints,Freya's Paints,Farby Freyi
Clues/Names/GoldenBeetle,Golden Beetle,Złoty Żuk
Clues/Names/Gramaphone,"Gramo
phone","Gramo
fon"
Clues/Names/GroupPhoto,Group Photo,Zdjęcie Grupowe
Clues/Names/Harmonograph,Harmonograph,Harmonograf
Clues/Names/HarpStatue,Harp Statue,Posąg z Harfą
Clues/Names/HornStatue,Horn Statue,Posąg z Trąbką
Clues/Names/LuteStatue,Lute Statue,Posąg z Lutnią
Clues/Names/MetalRod,Metal Rod,Metalowy Pręt
Clues/Names/Notebook,"Note
book","Notat
nik"
Clues/Names/OrnateTrowel,Ornate Trowel,Ozdobna Łopatka
Clues/Names/PaintedFigurine,Painted Models,Malowane Modele
Clues/Names/PaintedPortrait,Painted Portrait,Malowany Portret
Clues/Names/PaintingTools,Brush & Palette,Pędzel i Paleta
Clues/Names/PennysBirds,Birds & Cage,Ptaki i Klatka
Clues/Names/PhotoCorner,Ripped Photo,Podarte Zdjęcie
Clues/Names/PhotoOfPainting,Photo Of Painting,Zdjęcie Obrazu
Clues/Names/PinBoard,Pin Board,Tablica z Pinezkami
Clues/Names/PottedPlant,Potted Flower,Kwiat w Donicy
Clues/Names/RippedPhoto,Ripped Photo,Podarte Zdjęcie
Clues/Names/SecretDiary,Secret Diary,Tajny Pamiętnik
Clues/Names/SecretResearch,Secret Research,Tajne Badania
Clues/Names/SheetMusic,Sheet Music,Nuty
Clues/Names/ShortTelescope,Small Lens,Mała Soczewka
Clues/Names/SparklyFruit,Potted Fruit,Owoc w Donicy
Clues/Names/TangleTower,Tangle Tower,Tangle Tower
Clues/Names/WireReel,Reel Thingy,Dziwna Szpula
Clues/Names/WoodenBase,Crossbow,Kusza
