term,en,pl
Examine/FifisBoardBackout/Section ds0,Did you notice who [h]isn't[/h] on here?,"Zauważyłaś, kogo tu [h]nie ma[/h]?"
Examine/FifisBoardBackout/Section ds2,Freya?,Freyi?
Examine/FifisBoardBackout/Section ds4,"Mhm.
-and Fifi herself.","Mhm.
-i samej Fifi."
Examine/FifisBoardBackout/Section ds5,...,...
Examine/FifisBoardFelix/Section ds0,I think that's supposed to be Felix?,"Myślę, że to ma być Felix?"
Examine/FifisBoardFitz/Section ds0,Looks like Fitz.,Wygląda jak Fitz.
Examine/FifisBoardFlora/Section ds0,That's gotta be Flora.,To musi być Flora.
Examine/FifisBoardGrimoire/Section ds1,...is that supposed to be me?? Why do I look so angry?,...to ma być ja?? Czemu wyglądam na tak wściekłego?
Examine/FifisBoardGrimoire/Section ds3,That's just the face you make when you're thinking.,"To po prostu twarz, którą robisz, kiedy myślisz."
Examine/FifisBoardGrimoire/Section ds4,...,...
Examine/FifisBoardGrimoire/Section ds5,"Does make you wonder, though - when did Fifi draw all this?",Chociaż każe się zastanawiać - kiedy Fifi to wszystko narysowała?
Examine/FifisBoardHawkshaw/Section ds0,It's Detective Hawkshaw.,To detektyw Hawkshaw.
Examine/FifisBoardMaths/Section ds0,-is Fifi... trying to solve the mystery with math equations?,-czy Fifi... próbuje rozwiązać tę zagadkę równaniami matematycznymi?
Examine/FifisBoardMaths/Section ds1,Maybe.,Może.
Examine/FifisBoardMaths/Section ds2,"Did [h]you[/h] ever try that?
Maybe it works.","[h]Ty[/h] kiedyś tego próbowałeś?
Może to działa."
Examine/FifisBoardNotMet/Section ds0,Who's that?,Kto to?
Examine/FifisBoardNotMet/Section ds1,Not sure.,Nie jestem pewna.
Examine/FifisBoardNotMet/Section ds2,No idea.,Nie mam pojęcia.
Examine/FifisBoardNotMet/Section ds3,...who [h]is[/h] that?,...kim [h]jest[/h] ta osoba?
Examine/FifisBoardPenny/Section ds0,It's a drawing of Penny.,To rysunek Penny.
Examine/FifisBoardPointer/Section ds0,Looks like Professor Pointer.,Wygląda jak profesor Pointer.
Examine/FifisBoardPoppy/Section ds0,It's Poppy. That's actually a pretty good drawing.,"To Poppy. To całkiem niezły rysunek, właściwie."
Examine/FifisBoardSally/Section ds0,"That's you, Sally.","To ty, Sally."
Examine/FifisBoardSally/Section ds2,[h]What.[/h],[h]Co.[/h]
Examine/FifisBoardSally/Section ds3,I do [h]not[/h] look like that.,[h]Nie[/h] wyglądam tak.
Examine/FifisBoardSally/Section ds4,...,...
Examine/FifisBoardSally/Section ds5,...do I?,...czy wyglądam?
Examine/FifisChalkMaths/Section ds0,Math equations...?,Równania matematyczne...?
Examine/FifisChalkMaths/Section ds1,Don't look at them for too long.,Nie patrz na nie za długo.
Examine/FifisChalkMaths/Section ds2,You'll give yourself a headache.,Rozboli cię głowa.
Examine/FifisChalkSymbols/Section ds0,Any idea what this means?,"Masz pojęcie, co to znaczy?"
Examine/FifisChalkSymbols/Section ds1,...not a clue.,...żadnego pojęcia.
Examine/FitzBackout/Section ds0,...what d'you make of it?,...co o tym sądzisz?
Examine/FitzBackout/Section ds2,Not a whole lot.,Niewiele.
Examine/FitzBoardSymbols/Section ds0,"Greek letters, I think?","Greckie litery, jak sądzę?"
Examine/FitzBoardTable/Section ds0,Kinda reminds me of a periodic table.,Trochę przypomina mi tablicę okresową pierwiastków.
Examine/FitzSuspicionUnlock/Section ds0,There's something about the report of Fitz going up Pointer Tower.,Jest coś w kwestii doniesienia o Fitzu wchodzącym na wieżę Pointerów.
Examine/FitzSuspicionUnlock/Section ds1,Let's ask him about it.,Zapytajmy go o to.
Examine/FitzSuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/FitzSuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/FitzSuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/Fitzbase/Section ds4,Quit sulking.,Przestań się dąsać.
Examine/Fitzbase/Section ds5,......,......
Examine/Fitzbase/Section ds6,Not [h]every[/h] room is gonna be full of clues.,Nie [h]każdy[/h] pokój będzie pełen tropów.
Examine/Fitzbed/Section ds6,Doesn't look soft.,Nie wygląda na miękkie.
Examine/Fitzcard/Section ds4,"Inside it says;
[i]To Fitz
From P.P.[/i]","W środku napisano;
[i]Dla Fitza
Od P.P.[/i]"
Examine/Fitzcard/Section ds5,It's a little handmade card. Someone's drawn a heart on the front.,To mała ręcznie robiona kartka. Ktoś narysował na przodzie serce.
Examine/Fitzdoor/Section ds11,What's that thing by the handle?,Co to za rzecz przy klamce?
Examine/Fitzdoor/Section ds11 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/Fitzdoor/Section ds11 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/Fitzdoor/Section ds4,I thought we were halfway up a tower?,"Myślałam, że jesteśmy w połowie wieży?"
Examine/Fitzdoor/Section ds5,It's locked - but it leads outside.,Jest zamknięte na klucz - ale prowadzi na zewnątrz.
Examine/Fitzdoor/Section ds6,We are.,Jesteśmy.
Examine/FitzdoorSOLVED/Section ds4,"Yeah.
But the door didn't unlock.","Tak.
Ale drzwi się nie otworzyły."
Examine/FitzdoorSOLVED/Section ds4 Choice 1,Look at it.,Przyjrzyj się temu.
Examine/FitzdoorSOLVED/Section ds4 Choice 2,Leave it.,Zostaw to.
Examine/FitzdoorSOLVED/Section ds5,"We already solved this, didn't we?","Już to rozwiązaliśmy, prawda?"
Examine/FitzdoorUNLOCKED/Section ds5,"The door's unlocked.
Finally.","Drzwi są otwarte.
Nareszcie."
Examine/FitzdoorUNLOCKED/Section ds5 Choice 1,Go outside.,Wyjdź na zewnątrz.
Examine/FitzdoorUNLOCKED/Section ds5 Choice 2,Later.,Później.
Examine/Fitzempy/Section ds4,What?,Co?
Examine/Fitzempy/Section ds5,"Oh, wow!","Och, ojej!"
Examine/Fitzempy/Section ds6,It's a big empty space.,To wielka pusta przestrzeń.
Examine/Fitzfood/Section ds4,Looking at it is making me wanna cry.,"Patrzenie na to sprawia, że chce mi się płakać."
Examine/Fitzfood/Section ds5,An empty glass and an empty plate.,Puste szklanka i talerz.
Examine/Fitzfood/Section ds6,Why?,Czemu?
Examine/Fitzfood/Section ds7,I don't know.,Nie wiem.
Examine/Fitzlamps/Section ds4,Huh - Neither of these lights have an actual lightbulb.,Huh - żadne z tych świateł nie ma prawdziwej żarówki.
Examine/Fitzlamps/Section ds6,They're just decorative.,Są tylko dekoracyjne.
Examine/Fitzlamps/Section ds7,Oh - [h]so[/h] decorative.,Och - [h]jakże[/h] dekoracyjne.
Examine/Fitzplant/Section ds4,I think it would rather be outside...,"Myślę, że wolałaby być na zewnątrz..."
Examine/Fitzplant/Section ds5,That poor plant...,Ta biedna roślina...
Examine/Fitzplant/Section ds6,Looks pretty healthy to me?,Dla mnie wygląda całkiem zdrowo?
Examine/Fitzplant/Section ds7,"Healthy, but sad.","Zdrowo, ale smutno."
Examine/Fitzwindow 2/Section ds13,[h]Told[/h] you it was just a rock.,"[h]Mówiłam[/h], że to tylko kamień."
Examine/Fitzwindow 2/Section ds14,Just a rock? That thing has a [h]face![/h],Tylko kamień? Ta rzecz ma [h]twarz![/h]
Examine/Fitzwindow 2/Section ds5,It's the back of that big stone frog.,To tył tej wielkiej kamiennej żaby.
Examine/Fitzwindow/Section ds10,Some[h]thing[/h] outside the window.,Coś[h] jest[/h] za oknem.
Examine/Fitzwindow/Section ds11,It's probably just a rock.,To pewnie tylko kamień.
Examine/Fitzwindow/Section ds12,...you sure?,...jesteś pewien?
Examine/Fitzwindow/Section ds5,Uh-,Yy-
Examine/Fitzwindow/Section ds9,[i]There's someone outside the window...[/i],[i]Ktoś jest za oknem...[/i]
Examine/Flora is Pointing/Section ds10,"Wait.
There's something tucked inside this one.","Czekaj.
Coś jest wsunięte w tę jedną."
Examine/Flora is Pointing/Section ds13,...,...
Examine/Flora is Pointing/Section ds14,...,...
Examine/Flora is Pointing/Section ds15,...,...
Examine/Flora is Pointing/Section ds16,Flora?,Flora?
Examine/Flora is Pointing/Section ds17,...she's pointing at something in the corner of the room.,...wskazuje na coś w rogu pokoju.
Examine/Flora is Pointing/Section ds9,...it's just a pile of books? They're not-,...to tylko stos książek? Nie są-
Examine/FloraSuspicionUnlock/Section ds0,There's something about the image of Flora in the painting.,Jest coś w kwestii wizerunku Flory na tym obrazie.
Examine/FloraSuspicionUnlock/Section ds1,Let's ask her about it.,Zapytajmy ją o to.
Examine/FloraSuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/FloraSuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/FloraSuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/FreyaPaintings/Section ds0,A lot of these paintings look unfinished.,Wiele z tych obrazów wygląda na niedokończone.
Examine/FreyaPaintings/Section ds1,.....,.....
Examine/FreyaPaintings/Section ds2,How can you tell if they're finished or not?,"Jak poznajesz, czy są skończone, czy nie?"
Examine/FreyaPaintings/Section ds3,Good point.,Trafna uwaga.
Examine/Freyas Diary/Section ds12,"[h]Finally.[/h]
What's in there?","[h]Nareszcie.[/h]
Co tam jest?"
Examine/Freyas Diary/Section ds8,"Alright, Fifi unlocked the diary.","Dobrze, Fifi odblokowała pamiętnik."
Examine/FreyasBase/Section ds0,Do you think this was always supposed to be a bedroom?,"Myślisz, że to zawsze miała być sypialnia?"
Examine/FreyasBase/Section ds1,"I dunno.
It is kind of a weird shape.","Nie wiem.
Ma dość dziwny kształt."
Examine/FreyasBase/Section ds5,No windows either.,Też brak okien.
Examine/FreyasBear/Section ds0,Freya's bear.,Miś Freyi.
Examine/FreyasBear/Section ds3,Looks pretty depressed...,Wygląda całkiem przygnębiony...
Examine/FreyasBear/Section ds4,He's had a rough couple of days.,Miał parę ciężkich dni.
Examine/FreyasBed/Section ds0,It's Freya's bed.,To łóżko Freyi.
Examine/FreyasBed/Section ds1,It's a perfectly healthy amount of messy.,To całkowicie zdrowa ilość bałaganu.
Examine/FreyasBed/Section ds2,Little bit messy.,Trochę bałaganu.
Examine/FreyasBelongings/Section ds0,Just little trinkets.,Tylko drobne pamiątki.
Examine/FreyasBelongings/Section ds3,Let's leave them alone.,Zostawmy je w spokoju.
Examine/FreyasBigPaintign/Section ds0,[h]Why[/h] would you want it looming over your bed like that?,"[h]Czemu[/h] chciałabyś, żeby wisiał tak nad twoim łóżkiem?"
Examine/FreyasBigPaintign/Section ds1,Maybe Freya enjoyed the atmosphere it creates.,"Może Freyi podobała się atmosfera, jaką tworzył."
Examine/FreyasBigPaintign/Section ds11,That painting... -it's really something.,Ten obraz... -to naprawdę coś.
Examine/FreyasBigPaintign/Section ds2,Hang on.,Czekaj.
Examine/FreyasBigPaintign/Section ds3,There's a smaller version down by the floor.,"Jest mniejsza wersja tam niżej, przy podłodze."
Examine/FreyasBigPaintign/Section ds4,It's a photograph...,To fotografia...
Examine/FreyasBigPaintign/Section ds7,The atmosphere of chaos and oppression?,Atmosfera chaosu i ucisku?
Examine/FreyasBrushandRoller/Section ds0,Painting supplies.,Materiały malarskie.
Examine/FreyasCeilingDrawings/Section ds0,Did Freya paint those animals on her ceiling?,Czy to Freya namalowała te zwierzęta na suficie?
Examine/FreyasCeilingDrawings/Section ds1,They're kinda simplistic...,Są dość uproszczone...
Examine/FreyasCeilingDrawings/Section ds2,Maybe she painted them when she was younger?,"Może namalowała je, gdy była młodsza?"
Examine/FreyasDrawers/Section ds0,That's weird...,To dziwne...
Examine/FreyasDrawers/Section ds1,What did you find in the drawers?,Co znalazłeś w szufladach?
Examine/FreyasDrawers/Section ds2,"Nothing.
They're completely empty.","Nic.
Są całkowicie puste."
Examine/FreyasFGBrushes/Section ds0,Brushes... pencils...,Pędzle... ołówki...
Examine/FreyasFGBrushes/Section ds1,"They're clean, but they look pretty well-used.","Są czyste, ale wyglądają na całkiem wyeksploatowane."
Examine/FreyasFishPainting/Section ds1,I think it looks more like a whale.,"Myślę, że bardziej przypomina wieloryba."
Examine/FreyasFishPainting/Section ds2,It's a - fish? I think?,To - ryba? Chyba?
Examine/FreyasFishPainting/Section ds3,"Fine, it's a whale.","Dobra, to wieloryb."
Examine/FreyasFishPainting/Section ds4,Could also be a shark.,Może też być rekin.
Examine/FreyasInsectBox/Section ds0,It's a little glass box.,To małe szklane pudełko.
Examine/FreyasInsectBox/Section ds1,I think it's a vivarium.,"Myślę, że to wiwarium."
Examine/FreyasInsectBox/Section ds12,See the leaves and twigs in there? ,Widzisz te liście i patyczki w środku? 
Examine/FreyasInsectBox/Section ds4,Might have been for keeping insects.,Może było do trzymania owadów.
Examine/FreyasInsectBox/Section ds9,Come again?,Słucham?
Examine/FreyasLight/Section ds0,There's no natural light in here at all.,Nie ma tu w ogóle naturalnego światła.
Examine/FreyasLight/Section ds1,I like it.,Podoba mi się.
Examine/FreyasMudFloor/Section ds0,Even though we're halfway up a tower...,Nawet jeśli jesteśmy w połowie wieży...
Examine/FreyasMudFloor/Section ds1,Someone's been tracking in mud from outside.,Ktoś naniósł tu błota z zewnątrz.
Examine/FreyasPawPillow/Section ds0,A pillow with a pawprint pattern.,Poduszka z wzorem odcisków łap.
Examine/FreyasPawPillow/Section ds6,"Yeah, but that doesn't alliterate.","Tak, ale to się nie rymuje."
Examine/FreyasPawPillow/Section ds7,It's a cushion.,To poduszka ozdobna.
Examine/FreyasPlants/Section ds0,Freya's plants.,Rośliny Freyi.
Examine/FreyasPlants/Section ds3,They must... not need sunlight?,One chyba... nie potrzebują słońca?
Examine/FreyasRedLight/Section ds0,"Not the kind of lamp I'd choose for my bedroom, but fair enough.","Nie ten rodzaj lampy, jaki wybrałbym do swojej sypialni, ale rozumiem."
Examine/FreyasRedLight/Section ds1,It's cool. Looks like old mining equipment or something.,Fajne. Wygląda jak stary sprzęt górniczy czy coś takiego.
Examine/FreyasWallSketches/Section ds1,What's that one on the left?,Co to za jeden po lewej?
Examine/FreyasWallSketches/Section ds3,"Drawings, taped up on the wall.","Rysunki, przyklejone taśmą na ścianie."
Examine/FreyasWallSketches/Section ds4,Looks like two people standing together in a garden.,Wygląda jak dwie osoby stojące razem w ogrodzie.
Examine/FreyasWallSketches/Section ds7,One of them's holding a red rose.,Jedna z nich trzyma czerwoną różę.
Examine/FrontDoorBase/Section ds3,Why build a house here anyway?,Po co w ogóle budować tu dom?
Examine/FrontDoorBase/Section ds4,I'm sure they had their reasons.,"Jestem pewien, że mieli swoje powody."
Examine/FrontDoorBell1/Section ds3,Should we... ring the doorbell?,Powinniśmy... zadzwonić dzwonkiem?
Examine/FrontDoorBell1/Section ds4,Why would we [h]not?[/h],Czemu mielibyśmy [h]nie?[/h]
Examine/FrontDoorBell1/Section ds6,...,...
Examine/FrontDoorBell1/Section ds7,...it's a little [m]melody.[/m],...to mała [m]melodia.[/m]
Examine/FrontDoorBell2/Section ds9,...,...
Examine/FrontDoorBirdfeeders/Section ds3,Little birdfeeders.,Małe karmniki dla ptaków.
Examine/FrontDoorBirdfeeders/Section ds4,How do you know they're for birds?,"Skąd wiesz, że są dla ptaków?"
Examine/FrontDoorChop/Section ds3,"Looks like someone tried to chop it down, but then gave up.","Wygląda, jakby ktoś próbował to ściąć, ale się poddał."
Examine/FrontDoorChop/Section ds4,Can you blame them?,Możesz go za to winić?
Examine/FrontDoorDoor/Section ds4,Don't think it's locked?,Chyba nie są zamknięte?
Examine/FrontDoorDoor/Section ds6,"That means we can just walk straight in, right?","To znaczy, że możemy po prostu wejść, tak?"
Examine/FrontDoorDoor/Section ds7,"I'm pretty sure that's the rule, yeah.","Jestem całkiem pewien, że taka jest zasada, tak."
Examine/FrontDoorFloor/Section ds3,"It's not soil.
It's stone.","To nie ziemia.
To kamień."
Examine/FrontDoorHeart/Section ds3,I didn't know people actually did that.,"Nie wiedziałem, że ludzie naprawdę to robią."
Examine/FrontDoorHeart/Section ds6,There's a heart engraved on the tree.,Na drzewie wyryte jest serce.
Examine/FrontDoorHeart/Section ds7,"'P.P, F.F'","'P.P, F.F'"
Examine/FrontDoorHouse/Section ds8,It's just... red.,Po prostu jest... czerwony.
Examine/FrontDoorHouse/Section ds9,"It's red.
But I don't think it's painted.","Jest czerwony.
Ale nie sądzę, żeby był malowany."
Examine/FrontDoorLeftPath/Section ds4,That leads back to the gardens.,To prowadzi z powrotem do ogrodów.
Examine/FrontDoorLetter/Section ds3,-is that an envelope?,-to koperta?
Examine/FrontDoorLetter/Section ds4,It's been opened... but the letter's still in there.,Została otwarta... ale list wciąż jest w środku.
Examine/FrontDoorLetter/Section ds6,Let's read it.,Przeczytajmy go.
Examine/FrontDoorLetter/Section ds7,Isn't that an invasion of someone's privacy?,Czy to nie naruszenie czyjejś prywatności?
Examine/FrontDoorLetter/Section ds8,Oh definitely.,"Och, zdecydowanie."
Examine/FrontDoorNameSign/Section ds11,[i]Twer.[/i],[i]Twr.[/i]
Examine/FrontDoorNameSign/Section ds12,Tangle [i]Twer.[/i],Tangle [i]Twr.[/i]
Examine/FrontDoorNameSign/Section ds3,Oh!,Och!
Examine/FrontDoorNameSign/Section ds4,What?,Co?
Examine/FrontDoorNameSign/Section ds7,"Oh.
There's an 'Oh' on the floor.","Och.
Na podłodze jest 'Och'."
Examine/FrontDoorNameSign/Section ds8,Oh yeah.,A rzeczywiście.
Examine/FrontDoorRightPath/Section ds3,A path leading towards the stone square.,Ścieżka prowadząca ku kamiennemu placowi.
Examine/FrontDoorStatue/Section ds11,No... I think he'll just silently judge us.,"Nie... myślę, że po prostu będzie nas w milczeniu oceniał."
Examine/FrontDoorStatue/Section ds12,Do you think he'll start to move if we try to go inside?,"Myślisz, że zacznie się ruszać, jeśli spróbujemy wejść do środka?"
Examine/FrontDoorTrunk/Section ds11,The age old question...,Odwieczne pytanie...
Examine/FrontDoorTrunk/Section ds13,"Which one d'you think came first, the tree or the house?","Co twoim zdaniem było pierwsze, drzewo czy dom?"
Examine/GardenexamHarpStatue1/Section ds0,"It's a statue of some... hideous, scaly, bipedal fish-monster.","To posąg jakiegoś... paskudnego, łuskowatego, dwunożnego rybo-potwora."
Examine/GardenexamHarpStatue1/Section ds1,-playing a harp.,-grającego na harfie.
Examine/GardenexamHarpStatue1/Section ds4,...,...
Examine/GardenexamHarpStatue1/Section ds5,Hang on a second.,Czekaj chwilę.
Examine/GardenexamHarpStatue1/Section ds5 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GardenexamHarpStatue1/Section ds5 Choice 2,Leave it alone.,Zostaw go w spokoju.
Examine/GardenexamHarpStatue1/Section ds7,Playing a harp!,Grającego na harfie!
Examine/GardenexamHarpStatue2/Section ds4,I'm still not sure about this thing.,Wciąż nie jestem pewien co do tej rzeczy.
Examine/GardenexamHarpStatue2/Section ds5,Should we take another look?,Powinniśmy zerknąć jeszcze raz?
Examine/GardenexamHarpStatue2/Section ds5 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GardenexamHarpStatue2/Section ds5 Choice 2,Leave it alone.,Zostaw go w spokoju.
Examine/GardenexamHarpStatue3/Section ds4,Let's try this again.,Spróbujmy jeszcze raz.
Examine/GardenexamHarpStatue3/Section ds4 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GardenexamHarpStatue3/Section ds4 Choice 2,Leave it alone.,Zostaw go w spokoju.
Examine/GardenexamHarpStatue4/Section ds4,...is this what Freya was trying to work out?,"...czy to jest to, nad czym pracowała Freya?"
Examine/GardenexamHarpStatue4/Section ds7,I think so.,Chyba tak.
Examine/Gardenexambase/Section ds0,It's quiet...,Jest cicho...
Examine/Gardenexambase/Section ds1,Mhm.,Mhm.
Examine/Gardenexambase/Section ds2,You're supposed to say '[h]too[/h] quiet'.,Masz teraz powiedzieć '[h]zbyt[/h] cicho'.
Examine/Gardenexambase/Section ds3,It's not.,Nie jest.
Examine/Gardenexambase/Section ds4,It's an appropriate amount of quiet.,Jest odpowiednio cicho.
Examine/Gardenexambase/Section ds5,...,...
Examine/Gardenexamfoliage/Section ds0,This is some garden...,To ci dopiero ogród...
Examine/Gardenexamfoliage/Section ds2,Do the plants all look a little strange to you?,"Nie wydaje ci się, że te rośliny wyglądają trochę dziwnie?"
Examine/Gardenexamhouse/Section ds0,[h]That[/h] must be Tangle Tower.,[h]To[/h] musi być Tangle Tower.
Examine/Gardenexamstonbandstand/Section ds0,It's a bandstand.,To estrada muzyczna.
Examine/Gardenexamstonbandstand/Section ds1,Bit small for a bandstand?,Trochę mała jak na estradę?
Examine/Gardenexamstonbandstand/Section ds2,It's a one man bandstand.,To estrada na jedną osobę.
Examine/Gardenexamstonebench/Section ds0,"A bench of solid, cold stone.","Ławka z solidnego, zimnego kamienia."
Examine/Gardenexamstonebench/Section ds4,My favourite kind.,Mój ulubiony rodzaj.
Examine/Gardenexamstonegg/Section ds0,"It's a stone carving.
Wonder how it got cracked...?","To rzeźba w kamieniu.
Ciekawe, jak się popękała...?"
Examine/Gardenexamstonegg/Section ds1,I think it's supposed to look like that.,Chyba tak ma wyglądać.
Examine/Gardenexamstonegg/Section ds4,It's an [i]egg.[/i],To [i]jajko.[/i]
Examine/Gardenexamstonehead1/Section ds0,Spooky.,Straszne.
Examine/Gardenexamstonehead1/Section ds4,What d'you think it's for?,"Jak myślisz, do czego to jest?"
Examine/Gardenexamstonehead1/Section ds5,I think it's to scare away detectives.,"Myślę, że po to, żeby odstraszać detektywów."
Examine/Gardenexamstonehead1/Section ds7,-is it working?,-działa?
Examine/Gardenexamstonehead1/Section ds8,No...,Nie...
Examine/Gardenexamstonehead2notready/Section ds10,...are we gonna go in?,...wejdziemy?
Examine/Gardenexamstonehead2notready/Section ds16,...but - there's a couple of things I wanna do first.,"...ale - jest parę rzeczy, które chcę najpierw zrobić."
Examine/Gardenexamstonehead2notready/Section ds17,Yeah.,Tak.
Examine/Gardenexamstonehead2ready/Section ds0,...where d'you think it goes?,"...jak myślisz, dokąd to prowadzi?"
Examine/Gardenexamstonehead2ready/Section ds10,...,...
Examine/Gardenexamstonehead2ready/Section ds12,[h]Down.[/h],[h]W dół.[/h]
Examine/Gardenexamstonehead2ready/Section ds12 Choice 1,Go down.,Zejdź na dół.
Examine/Gardenexamstonehead2ready/Section ds12 Choice 2,Stay here.,Zostań tutaj.
Examine/Gardenexamstonepath/Section ds0,It's a path through the garden.,To ścieżka przez ogród.
Examine/Gardenexamstonepath/Section ds2,"Leads up to the house.
I assume.","Prowadzi do domu.
Zakładam."
Examine/Gardenexamstonfeet/Section ds0,The pond has little stone feet!,Staw ma małe kamienne stopy!
Examine/Gardenexamstonfeet/Section ds2,...seems a bit superfluous.,...wydaje się trochę zbędne.
Examine/Gardenexamstonfeet/Section ds3,[h]You're[/h] superfluous.,[h]Ty[/h] jesteś zbędny.
Examine/Gardenexamstonhawk/Section ds0,...what animal [h]is[/h] that?,...co to [h]za[/h] zwierzę?
Examine/Gardenexamstonhawk/Section ds1,Hawk... bear... lizard?,Jastrząb... niedźwiedź... jaszczurka?
Examine/Gardenexamstonhawk/Section ds2,"Right.
Of course.","No jasne.
Oczywiście."
Examine/Gardenexamstonhawk/Section ds3,A Hawkbearlizard.,Jastrzębioniedźwiedziojaszczurka.
Examine/Gardenexamwater/Section ds0,It's full of the same weird water that was in the lake...,"Pełen tej samej dziwnej wody, co ta z jeziora..."
Examine/Gardenexamwater/Section ds2,Any fish in there?,Są tam jakieś ryby?
Examine/Gardenexamwater/Section ds3,Not a single one.,Ani jedna.
Examine/Gardenexamwater/Section ds4,-Or it [h]used[/h] to be.,-a raczej [h]była[/h] nią.
Examine/Gardenexamwater/Section ds6,It's a cassette tape.,To kaseta magnetofonowa.
Examine/Gardenexamwater/Section ds7,Although there is [h]something[/h] in there...,Chociaż [h]coś[/h] tam jest...
Examine/GramaphoneGreenTape/Section ds0,Let's listen to the green tape.,Posłuchajmy zielonej kasety.
Examine/GramaphoneGreenTape/Section ds1,It's someone humming a [m]tune.[/m],Ktoś nuci [m]melodię.[/m]
Examine/GramaphoneGreenTape/Section ds2,Weird.,Dziwne.
Examine/GramaphoneGreenTape/Section ds4,...,...
Examine/GramaphonePinkTape/Section ds0,Let's listen to the pink tape.,Posłuchajmy różowej kasety.
Examine/GramaphonePinkTape/Section ds1,...it's piano music!,...to muzyka na pianino!
Examine/GramaphonePinkTape/Section ds2,...,...
Examine/GrandHallExamBASE/Section ds0,"[h]Finally[/h], we get to investigate a murder in a spooky mansion. ",[h]Nareszcie[/h] mamy zbadać morderstwo w upiornej rezydencji. 
Examine/GrandHallExamBASE/Section ds1,"It's not that spooky, really.","Wcale nie jest taka upiorna, tak naprawdę."
Examine/GrandHallExamBASE/Section ds2,Don't ruin this.,Nie psuj tego.
Examine/GrandHallExamPlants/Section ds1,"Sally, check those plants for clues.","Sally, sprawdź te rośliny pod kątem tropów."
Examine/GrandHallExamPlants/Section ds3,...,...
Examine/GrandHallExamPlants/Section ds4,-is soil a clue?,-czy ziemia jest tropem?
Examine/GrandHallExamWindows/Section ds3,We should try and be finished before it gets dark.,"Powinniśmy postarać się skończyć, zanim się ściemni."
Examine/GrandHallExamWindows/Section ds5,No pressure.,Bez presji.
Examine/GrandHallExamaquatube/Section ds0,"There are [h]weeds[/h] in there.
And sand...","Są tam [h]wodorosty.[/h]
I piasek..."
Examine/GrandHallExamaquatube/Section ds1,It's a big glass tube... filled with water.,To wielka szklana rura... wypełniona wodą.
Examine/GrandHallExamaquatube/Section ds2,...it's an aquarium?,...to akwarium?
Examine/GrandHallExamaquatube/Section ds3,"Could be.
Except there's nothing living in it.","Może być.
Tyle że nic w nim nie żyje."
Examine/GrandHallExamaquatube/Section ds4,...anymore.,...już.
Examine/GrandHallExambannerF/Section ds1,A big letter F.,Wielka litera F.
Examine/GrandHallExambannerF/Section ds5,Who [h]doesn't[/h] hang a giant banner of their initial in the lobby of their mansion?,Kto [h]nie[/h] powiesiłby wielkiego transparentu z własnym inicjałem w hallu swojej rezydencji?
Examine/GrandHallExambannerF/Section ds7,Of course.,No jasne.
Examine/GrandHallExambannerP/Section ds0,This one has a big P. ,Ten ma wielkie P. 
Examine/GrandHallExambannerP/Section ds1,That's P...robably important.,To P...ewnie ważne.
Examine/GrandHallExambannerP/Section ds2,How very P...ceptive of you.,Ale z ciebie P...ostrzegawczy geniusz.
Examine/GrandHallExamdoorLIBRARY/Section ds2,It's not locked.,Nie jest zamknięte.
Examine/GrandHallExamdoorMUSIC/Section ds0,A room.,Pokój.
Examine/GrandHallExamdoorMUSIC/Section ds2,A door.,Drzwi.
Examine/GrandHallExamdoorMUSIC/Section ds3,What's behind it?,Co za nimi jest?
Examine/GrandHallExamfamilytree/Section ds1,I think it's a family tree.,"Myślę, że to drzewo genealogiczne."
Examine/GrandHallExamfamilytree/Section ds1 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GrandHallExamfamilytree/Section ds1 Choice 2,Sounds boring.,Brzmi nudno.
Examine/GrandHallExamfamilytree/Section ds4,What [h]is[/h] that?,Co to [h]jest[/h]?
Examine/GrandHallExamstairsF/Section ds0,Stairs.,Schody.
Examine/GrandHallExamstairsP/Section ds1,Stairs!,Schody!
Examine/GrandHallNIGHTExamAquaTube/Section ds1,This must be it. This thing goes all the way up.,To musi być to. Ta rzecz sięga na sam szczyt.
Examine/GrandHallNIGHTExamAquaTube/Section ds5,How are we supposed to get up there...?,Jak niby mamy się tam dostać...?
Examine/GrandHallNIGHTExamAquaTube/Section ds6,Hang on - It's pitch black...,Czekaj - jest kompletnie ciemno...
Examine/GrandHallNIGHTExamAquaTube/Section ds7,But I think there's a switch.,"Ale wydaje mi się, że jest tam jakiś przełącznik."
