term,en,pl
Conversation/FitzPennysBirds/Section ds8,"Are they - like - her pets?
Do they have names?","Czy to jest - jakby - jej zwierzątka?
Mają imiona?"
Conversation/FitzPennysBirds/Section ds9,"Oh, they [h]have[/h] names.","Ach, [h]mają[/h] imiona."
Conversation/FitzPhotoCorner/Section ds10,"No.
No idea.","Nie.
Nie mam pojęcia."
Conversation/FitzPhotoCorner/Section ds7,Uh...,Yy...
Conversation/FitzPhotoCorner/Section ds8,Any idea who this is?,"Masz pomysł, kto to jest?"
Conversation/FitzPhotoCorner/Section ds9,Ah.,Ach.
Conversation/FitzPhotoofPainting/Section ds10,...what do you mean?,...co masz na myśli?
Conversation/FitzPhotoofPainting/Section ds11,Like... what's the subject matter? What's that big red thing?,No wiesz... jaki jest temat? Co to za wielka czerwona rzecz?
Conversation/FitzPhotoofPainting/Section ds12,Oh - I don't think it's that kind of painting.,"Ach - nie sądzę, że to ten rodzaj obrazu."
Conversation/FitzPhotoofPainting/Section ds7,Freya's best work - in my opinion.,Najlepsza praca Freyi - moim zdaniem.
Conversation/FitzPhotoofPainting/Section ds8,What d'you think it's a painting of?,"Co myślisz, że to za obraz?"
Conversation/FitzPhotoofPainting/Section ds9,Although... the photo doesn't carry the same energy as the real thing.,Chociaż... zdjęcie nie ma tej samej energii co oryginał.
Conversation/FitzPointer/Section ds2,"I imagine you don't visit the astronomy tower too often, do you?","Wyobrażam sobie, że nie odwiedzasz zbyt często wieży astronomicznej, prawda?"
Conversation/FitzPointer/Section ds3,"No.
But I still see Pointer. Sometimes.","Nie.
Ale wciąż widuję Pointera. Czasami."
Conversation/FitzPointer/Section ds4,He's always curious about what I'm growing in the greenhouse.,"Zawsze jest ciekaw, co uprawiam w szklarni."
Conversation/FitzPointer/Section ds5,I didn't think there was much overlap between astronomy and biology.,"Nie sądziłam, że jest wiele wspólnego między astronomią a biologią."
Conversation/FitzPointer/Section ds6,...,...
Conversation/FitzPointer/Section ds7,He's pretty clued up on his evolutionary biology...,Sporo wie o biologii ewolucyjnej...
Conversation/FitzPointer/Section ds9,"Asks me about birds, too.
And insects.","Pyta mnie też o ptaki.
I owady."
Conversation/FitzPoppy/Section ds10,She's very kind.,Jest bardzo miła.
Conversation/FitzPoppy/Section ds13,You're like two peas in a pod.,Jesteście jak dwa groszki w strąku.
Conversation/FitzPoppy/Section ds2,Poppy and I are friends.,Poppy i ja jesteśmy przyjaciółmi.
Conversation/FitzPoppy/Section ds4,"I can buy that - dark clothes, blue hair... an average of three words per sentence.","Wierzę w to - ciemne ubrania, niebieskie włosy... średnio trzy słowa na zdanie."
Conversation/FitzPoppy/Section ds5,"And she has an interest in plants - unusual flowers, mostly.",I interesuje się roślinami - głównie niezwykłymi kwiatami.
Conversation/FitzPoppy/Section ds7,I've been teaching her.,Uczę ją.
Conversation/FitzPoppy/Section ds8,Right.,No tak.
Conversation/FitzPoppy/Section ds9,...is something wrong?,...coś nie tak?
Conversation/FitzPottedPlant/Section ds10,Okay.,Dobrze.
Conversation/FitzPottedPlant/Section ds12,Mean anything to you?,Coś ci to mówi?
Conversation/FitzPottedPlant/Section ds13,...why would it?,...czemu miałoby?
Conversation/FitzPottedPlant/Section ds14,I don't really go into Penny's room... or anywhere in Pointer tower. ,Właściwie nie wchodzę do pokoju Penny... ani nigdzie w wieży Pointerów.
Conversation/FitzPottedPlant/Section ds15,I just don't have a reason to.,Po prostu nie mam powodu.
Conversation/FitzPottedPlant/Section ds16,Come on.,Daj spokój.
Conversation/FitzPottedPlant/Section ds17,...,...
Conversation/FitzPottedPlant/Section ds7,A flower.,Kwiat.
Conversation/FitzPottedPlant/Section ds9,"Yeah, it's a flower - we found it in Penny's room.","Tak, to kwiat - znaleźliśmy go w pokoju Penny."
Conversation/FitzRippedPhoto/Section ds10,Maybe... maybe not.,Może... może nie.
Conversation/FitzRippedPhoto/Section ds11,Two people isn't a crowd...,Dwie osoby to nie tłum...
Conversation/FitzRippedPhoto/Section ds12,"Right, but if she [h]was[/h] in the photo... then it'd be three.","No tak, ale gdyby [h]była[/h] na zdjęciu... to byłyby trzy."
Conversation/FitzRippedPhoto/Section ds13,Check. Mate.,Szach. Mat.
Conversation/FitzRippedPhoto/Section ds7,...it's Fifi and Freya.,...to Fifi i Freya.
Conversation/FitzRippedPhoto/Section ds8,Don't you think Poppy should be in the photo too?,"Nie sądzisz, że Poppy też powinna być na zdjęciu?"
Conversation/FitzRippedPhoto/Section ds9,She doesn't really like crowds.,Nie przepada za tłumem.
Conversation/FitzSecretDiary/Section ds10,Looks like someone doesn't want you to read that book.,"Wygląda, że ktoś nie chce, żebyście czytali tę książkę."
Conversation/FitzSecretDiary/Section ds11,That's the main thing making me [h]want[/h] to read it.,"To głównie sprawia, że [h]chcę[/h] ją przeczytać."
Conversation/FitzSheetMusic/Section ds12,She's improved a lot since then.,Bardzo się poprawiła od tamtej pory.
Conversation/FitzSheetMusic/Section ds13,"Yeah.
That's generally how it works.","Tak.
Tak to generalnie działa."
Conversation/FitzSheetMusic/Section ds14,"Right.
Of course.","No tak.
Oczywiście."
Conversation/FitzSheetMusic/Section ds7,Poppy's piano music...,Muzyka fortepianowa Poppy...
Conversation/FitzSheetMusic/Section ds8,I remember when she started learning...,"Pamiętam, jak zaczynała się uczyć..."
Conversation/FitzShortTelescope/Section ds11,That's not where we found it.,Nie tam to znaleźliśmy.
Conversation/FitzShortTelescope/Section ds12,Oh. I just thought-,Ach. Po prostu pomyślałem-
Conversation/FitzShortTelescope/Section ds13,It looks like it belongs to her.,"Wygląda, że należy do niej."
Conversation/FitzShortTelescope/Section ds7,"You ever seen this before, Fitz?","Widziałeś to już kiedyś, Fitz?"
Conversation/FitzShortTelescope/Section ds8,No. But I don't normally go into Fifi's room.,Nie. Ale zwykle nie wchodzę do pokoju Fifi.
Conversation/FitzShortTelescope/Section ds9,...,...
Conversation/FitzSparklyFruit/Section ds10,I mix that soil here in the greenhouse.,"Mieszam tę ziemię tutaj, w szklarni."
Conversation/FitzSparklyFruit/Section ds11,It's made with water from the lake.,Jest zrobiona z wody z jeziora.
Conversation/FitzSparklyFruit/Section ds12,And it makes the fruit grow all... shiny and... gemstony?,"I sprawia, że owoc rośnie cały... błyszczący i... jakby z kamienia szlachetnego?"
Conversation/FitzSparklyFruit/Section ds13,Sometimes.,Czasami.
Conversation/FitzSparklyFruit/Section ds14,You never really know [h]what's[/h] going to happen.,"Nigdy tak naprawdę nie wiesz, [h]co[/h] się stanie."
Conversation/FitzSparklyFruit/Section ds15,"And what do you [h]do[/h] with this shiny, inedible fruit?","A co [h]robisz[/h] z tym błyszczącym, niejadalnym owocem?"
Conversation/FitzSparklyFruit/Section ds16,...,...
Conversation/FitzSparklyFruit/Section ds17,You look at it.,Patrzysz na niego.
Conversation/FitzSparklyFruit/Section ds7,This is a good example of how things work.,"To dobry przykład tego, jak to działa."
Conversation/FitzStatement/Section ds1,I was up in the rooftop garden. It was quiet.,"Byłem na górze, w ogrodzie na dachu. Było cicho."
Conversation/FitzStatement/Section ds10,I did. ,Tak.
Conversation/FitzStatement/Section ds11,...,...
Conversation/FitzStatement/Section ds12,Flora was there too... but I barely noticed her at first.,Flora też tam była... ale ledwo ją na początku zauważyłem.
Conversation/FitzStatement/Section ds13,"Poppy left the room for a while. When she came back, she had her father with her -and Fifi, too.","Poppy wyszła na chwilę z pokoju. Gdy wróciła, była z nią jej ojciec... i Fifi też."
Conversation/FitzStatement/Section ds14,"Penelope arrived shortly after that, with Felix in tow.","Penelope przyszła zaraz potem, z Felixem u boku."
Conversation/FitzStatement/Section ds16,I found her pacing back and forth around the Stone Square.,"Znalazłem ją, jak chodziła tam i z powrotem po Stone Square."
Conversation/FitzStatement/Section ds19,We?,My?
Conversation/FitzStatement/Section ds2,"I can't describe it.
Could've been a scream.","Nie potrafię tego opisać.
Mógł to być krzyk."
Conversation/FitzStatement/Section ds20,"Poppy was with me.
...did I not mention that?","Poppy była ze mną.
...czy tego nie wspomniałem?"
Conversation/FitzStatement/Section ds22,"Poppy and I went in.
Freya was right there... laying on her back.","Poppy i ja weszliśmy do środka.
Freya leżała tam... na plecach."
Conversation/FitzStatement/Section ds23,When I approached her... she snapped at me.,Kiedy się do niej zbliżyłem... warknęła na mnie.
Conversation/FitzStatement/Section ds27,And then... it wasn't.,A potem... już nie było.
Conversation/FitzStatement/Section ds29,...,...
Conversation/FitzStatement/Section ds31,"Felix took charge.
There was nothing else I could do to help.","Felix przejął dowodzenie.
Nic więcej nie mogłem zrobić, żeby pomóc."
Conversation/FitzStatement/Section ds32,But when I told her about Freya... she fell silent.,Ale kiedy powiedziałem jej o Freyi... zamilkła.
Conversation/FitzStatement/Section ds33,I wanted to go back to my room... but I realised nobody had told Detective Hawkshaw anything.,"Chciałem wrócić do swojego pokoju... ale zorientowałem się, że nikt nic nie powiedział detektyw Hawkshaw."
Conversation/FitzStatement/Section ds35,I think she was annoyed about being made to wait outside so long.,"Myślę, że była zirytowana tym, że musiała tak długo czekać na zewnątrz."
Conversation/FitzStatement/Section ds36,...,...
Conversation/FitzStatement/Section ds37,I thought that was odd... you don't normally see the two of them together.,"Pomyślałem, że to dziwne... zwykle nie widuje się ich razem."
Conversation/FitzStatement/Section ds4,But it didn't sound... [h]human.[/h],Ale nie brzmiało to... [h]po ludzku.[/h]
Conversation/FitzStatement/Section ds5,"We thought it was coming from Flora's tower, so we went up there.","Uznaliśmy, że dźwięk dochodzi z Flora's Tower, więc poszliśmy tam na górę."
Conversation/FitzStatement/Section ds6,Flora's room was locked. That's normal - she [i]usually[/i] locks it from the inside.,Pokój Flory był zamknięty. To normalne - [i]zwykle[/i] zamyka go od środka.
Conversation/FitzStatement/Section ds7,I knocked on the door and shouted. Nobody responded. We... became concerned.,Zapukałem do drzwi i krzyknąłem. Nikt nie odpowiedział. Zaczęliśmy się... martwić.
Conversation/FitzStatement/Section ds9,You kicked the door down?,Wyważyliście drzwi?
Conversation/FitzSuspicion/Section ds1,I have a report that you were seen sneaking up Pointer tower...,"Mam raport, że widziano cię, jak skradasz się w górę wieży Pointerów..."
Conversation/FitzSuspicion/Section ds10,Maybe she wasn't wearing her eye - lens... thing.,Może nie miała założonej tej swojej... soczewki na oku.
Conversation/FitzSuspicion/Section ds11,What do you think Grimoire...?,"Co myślisz, Grimoire...?"
Conversation/FitzSuspicion/Section ds11 Choice 1,"Fifi [h]did[/h] see Fitz, but he was holding something [h]else.[/h]","Fifi [h]faktycznie[/h] widziała Fitza, ale trzymał coś [h]innego.[/h]"
Conversation/FitzSuspicion/Section ds11 Choice 2,Fifi definitely saw Fitz holding a knife.,"Fifi na pewno widziała, jak Fitz trzyma nóż."
Conversation/FitzSuspicion/Section ds11 Choice 3,Fifi [h]lied[/h] about seeing Fitz.,"Fifi [h]skłamała[/h] o tym, że widziała Fitza."
Conversation/FitzSuspicion/Section ds12,You think so?,Tak myślisz?
Conversation/FitzSuspicion/Section ds13,...maybe not.,...może nie.
Conversation/FitzSuspicion/Section ds14,"So... if it wasn't a knife, [c]what was it?[/c]","Więc... jeśli to nie był nóż, to [c]co to było?[/c]"
Conversation/FitzSuspicion/Section ds16,"Ah.
That.","Ach.
To."
Conversation/FitzSuspicion/Section ds18,What about this?,A co z tym?
Conversation/FitzSuspicion/Section ds19,It was a gift... it's sentimental.,To był prezent... to sentymentalne.
Conversation/FitzSuspicion/Section ds20,-is it yours?,-czy to twoje?
Conversation/FitzSuspicion/Section ds22,I have no reason to take it up Pointer Tower - I don't use it at all.,"Nie mam powodu, żeby to zabierać do wieży Pointerów - w ogóle tego nie używam."
Conversation/FitzSuspicion/Section ds25,......,......
Conversation/FitzSuspicion/Section ds26,That flower...,Ten kwiat...
Conversation/FitzSuspicion/Section ds27,I've never seen it before.,Nigdy wcześniej go nie widziałem.
Conversation/FitzSuspicion/Section ds28,,
Conversation/FitzSuspicion/Section ds3,That's not right.,To nieprawda.
Conversation/FitzSuspicion/Section ds30,......,......
Conversation/FitzSuspicion/Section ds33,Let's take a closer look at these...,Przyjrzyjmy się temu bliżej...
Conversation/FitzSuspicion/Section ds34,,
Conversation/FitzSuspicion/Section ds35,"Let me guess. Penny's flower was originally a gift from [h]you[/h], Fitz?","Zgadnę. Kwiat Penny był pierwotnie prezentem od [h]ciebie,[/h] Fitzu?"
Conversation/FitzSuspicion/Section ds36,It took me a long time to breed. I wanted the colours to be [h]exactly[/h] right.,"Zajęło mi dużo czasu jego wyhodowanie. Chciałem, żeby kolory były [h]dokładnie[/h] takie, jak trzeba."
Conversation/FitzSuspicion/Section ds37,Turns out Penny isn't particularly interested in... looking after plants.,"Okazuje się, że Penny nie jest szczególnie zainteresowana... pielęgnowaniem roślin."
Conversation/FitzSuspicion/Section ds38,That's [h]some[/h] gift...,To [h]niezły[/h] prezent...
Conversation/FitzSuspicion/Section ds39,So - I go into her room every now and again. When she's not there.,Więc - wchodzę czasem do jej pokoju. Kiedy jej nie ma.
Conversation/FitzSuspicion/Section ds4,"I don't go into Pointer tower.
I don't own a knife.
And I don't [h]sneak.[/h]","Nie chodzę do wieży Pointerów.
Nie mam noża.
I się nie [h]skradam.[/h]"
Conversation/FitzSuspicion/Section ds40,"Water the flower.
Change the soil.","Podlać kwiat.
Zmienić ziemię."
Conversation/FitzSuspicion/Section ds42,"The flower.
It looks exactly like Penny.","Ten kwiat.
Wygląda dokładnie jak Penny."
Conversation/FitzSuspicion/Section ds43,Just... trying to keep it alive.,Po prostu... próbuję utrzymać go przy życiu.
Conversation/FitzSuspicion/Section ds45,uh... holding a [h]knife.[/h],yy... trzyma [h]nóż.[/h]
Conversation/FitzSuspicion/Section ds46,Fifi definitely saw Fitz holding a knife.,"Fifi na pewno widziała, jak Fitz trzyma nóż."
Conversation/FitzSuspicion/Section ds47,Fifi [h]lied[/h] about seeing Fitz.,"Fifi [h]skłamała[/h] o tym, że widziała Fitza."
Conversation/FitzSuspicion/Section ds48,"Fifi [h]did[/h] see Fitz, but he was holding something [h]else.[/h]","Fifi [h]faktycznie[/h] widziała Fitza, ale trzymał coś [h]innego.[/h]"
Conversation/FitzSuspicion/Section ds51,We need a [c]clue[/c] to compare to that flower. Something that proves its connection to Fitz.,"Potrzebujemy [c]tropu[/c] do porównania z tym kwiatem. Czegoś, co dowodzi jego związku z Fitzem."
Conversation/FitzSuspicion/Section ds52,,
Conversation/FitzSuspicion/Section ds53,,
Conversation/FitzSuspicion/Section ds55,Yes...?,Tak...?
Conversation/FitzSuspicion/Section ds56,...,...
Conversation/FitzSuspicion/Section ds57,...,...
Conversation/FitzSuspicion/Section ds58,So. Fitz.,Więc. Fitzu.
Conversation/FitzSuspicion/Section ds59,There's no [h]way[/h] it's a coincidence.,"Nie ma [h]mowy,[/h] żeby to był zbieg okoliczności."
Conversation/FitzSuspicion/Section ds6,Was it Fifi who told you this?,Czy to Fifi wam to powiedziała?
Conversation/FitzSuspicion/Section ds60,Uh- ...no way [h]what's[/h] a coincidence?,"Yy- ...nie ma mowy, że [h]co[/h] jest zbiegiem okoliczności?"
Conversation/FitzSuspicion/Section ds62,...,...
Conversation/FitzSuspicion/Section ds7,...how did you [h]know[/h] that?,...skąd to [h]wiedzieliście?[/h]
Conversation/FitzSuspicion/Section ds8,"A guess.
She doesn't like me very much.","Zgadłem.
Nie lubi mnie zbytnio."
Conversation/FitzSuspicion/Section ds9,"But yeah, she was mistaken.","Ale tak, myliła się."
Conversation/FitzSuspicion/exitClueRequest0,"Something Fitz was carrying, which Fifi mistook for a knife.","Coś, co niósł Fitz, a co Fifi wzięła za nóż."
Conversation/FitzSuspicion/exitClueRequest1,Something to compare directly with the potted flower from Penny's room.,Coś do bezpośredniego porównania z doniczkowym kwiatem z pokoju Penny.
Conversation/FitzTangleTower/Section ds20,Nice painting.,Ładny obraz.
Conversation/FitzTangleTower/Section ds21,Gives you a pretty good idea of the layout.,Daje całkiem niezłe pojęcie o układzie terenu.
Conversation/FitzTangleTower/Section ds22,The lake looks like it forms a perfect circle around the island...,"Jezioro wygląda, jakby tworzyło idealny okrąg wokół wyspy..."
Conversation/FitzTangleTower/Section ds24,But nature is quite capable of producing perfectly geometric forms.,Ale natura jest całkiem zdolna do tworzenia idealnie geometrycznych form.
Conversation/FitzTangleTower/Section ds25,It might seem strange to you.,Może wam się to wydawać dziwne.
Conversation/FitzTangleTower/Section ds26,And those mountain... cliff... things around the outside?,"A te góry... klify... takie tam, dookoła?"
Conversation/FitzTangleTower/Section ds28,"We don't know much about them, they're unscalable.","Niewiele o nich wiemy, są niemożliwe do wspięcia."
Conversation/FitzTangleTower/Section ds30,Not even Freya could've gone up there...,Nawet Freya nie mogła się tam wspiąć...
Conversation/FitzTangleTower/Section ds31,What's that?,A to co?
Conversation/FitzTangleTower/Section ds32,"This painting.
It's... [h]speculative.[/h]","Ten obraz.
Jest... [h]spekulatywny.[/h]"
Conversation/FitzTangleTower/Section ds33,"There are no photographs from this angle, as far as I know.","O ile wiem, nie ma zdjęć z tego kąta."
Conversation/FitzTangleTower/Section ds34,So Freya... just made it up?,Więc Freya... po prostu to sobie wymyśliła?
Conversation/FitzTangleTower/Section ds35,Let's call it an informed estimation.,Nazwijmy to świadomym oszacowaniem.
Conversation/FitzWireReel/Section ds10,...,...
Conversation/FitzWireReel/Section ds11,"Oh. 
Sorry.","Ach.
Przepraszam."
Conversation/FitzWireReel/Section ds14,I thought you said me too.,"Myślałem, że powiedziałeś, że ty też."
Conversation/FitzWireReel/Section ds7,I don't know what that is.,"Nie wiem, co to jest."
Conversation/FitzWireReel/Section ds8,Me neither.,Ja też nie.
Conversation/FitzWireReel/Section ds9,Me [h]three.[/h],Ja [h]też trzeci.[/h]
Conversation/FitzYesterday/Section ds30,I was in my greenhouse.,Byłem w mojej szklarni.
Conversation/FitzYesterday/Section ds31,"Watering.
And weeding.","Podlewałem.
I pieliłem."
Conversation/FitzYesterday/Section ds32,Sounds exciting.,Brzmi ekscytująco.
Conversation/FitzYesterday/Section ds34,Was anyone else around?,Był tam ktoś jeszcze?
Conversation/FitzYesterday/Section ds35,"Not at first.
Penelope came in a little later.","Na początku nie.
Penelope przyszła trochę później."
Conversation/FitzYesterday/Section ds36,"She likes looking at the flowers, I think.",Chyba lubi patrzeć na kwiaty.
Conversation/FitzYesterday/Section ds38,"A little.
Not too much.","Trochę.
Nie za dużo."
Conversation/FitzYesterday/Section ds40,Did you.... speak to each other?,Czy... rozmawialiście ze sobą?
Conversation/FitzYesterday/Section ds41,We both left the greenhouse in the early afternoon.,Oboje wyszliśmy ze szklarni wczesnym popołudniem.
Conversation/FitzYesterday/Section ds42,"I went up to my room.
Then I came back outside - to weed the main gardens.","Poszedłem do swojego pokoju.
Potem wróciłem na zewnątrz - żeby wypielić główne ogrody."
Conversation/FitzYesterday/Section ds44,Didn't see anyone else.,Nie widziałem nikogo innego.
Conversation/FitzYesterday/Section ds45,After that I went up to the garden outside my room.,Potem poszedłem do ogrodu za moim pokojem.
Conversation/FitzYesterday/Section ds47,"Let me guess.
Watering and weeding?","Zgadnę.
Podlewanie i pielenie?"
Conversation/FitzYesterday/Section ds49,And...?,I...?
Conversation/FitzYesterday/Section ds50,Right.,No tak.
Conversation/FitzYesterday/Section ds52,"Did [h]anything[/h] happen to you yesterday, Fitz?","Czy [h]coś[/h] przydarzyło ci się wczoraj, Fitzu?"
Conversation/FitzYesterday/Section ds53,...,...
Conversation/FitzYourself/Section ds1,"You work here?
As the gardener?","Pracujesz tutaj?
Jako ogrodnik?"
Conversation/FitzYourself/Section ds11,"Could you say that again, but, like - condense it? As if you were talking to a slightly stupid person?","Mógłbyś powtórzyć to jeszcze raz, ale, no wiesz - w skrócie? Jakbyś mówił do trochę głupszej osoby?"
Conversation/FitzYourself/Section ds2,"...I don't get [h]paid[/h] to do it.
","...nie [h]płacą[/h] mi za to.
"
Conversation/FitzYourself/Section ds24,Did you see the lake?,Widziałeś jezioro?
Conversation/FitzYourself/Section ds30,It's just... my area of interest.,To po prostu... mój obszar zainteresowań.
Conversation/FitzYourself/Section ds32,They're all... kinda weird.,Wszystkie są... trochę dziwne.
Conversation/FitzYourself/Section ds33,That giant green and purple lake surrounding the entire house?,To ogromne zielono-fioletowe jezioro otaczające cały dom?
Conversation/FitzYourself/Section ds34,"Yeah, I clocked it.","Tak, zauważyłem to."
Conversation/FitzYourself/Section ds35,The colour is just a by-product.,Kolor to po prostu produkt uboczny.
Conversation/FitzYourself/Section ds36,...of what? [h]Poison?[/h],...czego? [h]Trucizny?[/h]
Conversation/FitzYourself/Section ds39,"It's not poisonous.
Not to you.","Nie jest trująca.
Nie dla ciebie."
Conversation/FitzYourself/Section ds4,What's the deal with the plants?,O co chodzi z tymi roślinami?
Conversation/FitzYourself/Section ds41,"That'd be the official term. For us, it's normal. Just nature.",To byłby oficjalny termin. Dla nas to normalne. Po prostu natura.
Conversation/FitzYourself/Section ds45,Our lake water... causes the unpredictable alteration of DNA. Sometimes.,Woda z naszego jeziora... powoduje nieprzewidywalną zmianę DNA. Czasami.
Conversation/FitzYourself/Section ds46,...and you're the local expert on all this stuff?,...i jesteś tutejszym ekspertem od tych wszystkich spraw?
Conversation/FitzYourself/Section ds47,No.,Nie.
Conversation/FitzYourself/Section ds49,I'm just the gardener.,Jestem po prostu ogrodnikiem.
Conversation/FitzYourself/Section ds5,Right.,No tak.
Conversation/FitzYourself/Section ds50,Alteration...? Like mutation?,Zmiana...? Jak mutacja?
Conversation/FitzYourself/Section ds51,...,...
Conversation/FitzYourself/Section ds52,...,...
Conversation/FitzYourself/Section ds53,...,...
Conversation/FitzYourself/Section ds6,Uh - what's this got to do with the plants?,Yy - co to ma wspólnego z roślinami?
Conversation/FitzYourself/Section ds7,The water controls all life. Just like anywhere else on the planet.,Woda kontroluje całe życie. Tak samo jak wszędzie indziej na planecie.
Conversation/FitzYourself/Section ds8,"Clouds form, rain falls.
The water grows the plants.
Animals eat the plants.","Powstają chmury, pada deszcz.
Woda karmi rośliny.
Zwierzęta jedzą rośliny."
Conversation/FitzYourself/Section ds9,Anything you've perceived as an irregularity... is simply a result of this hydrological cycle.,Cokolwiek uznałeś za nieprawidłowość... to po prostu wynik tego cyklu hydrologicznego.
Conversation/FloraAngryLetter/Section ds10,...,...
Conversation/FloraBirdBook/Section ds10,......,......
Conversation/FloraBirdBook/Section ds11,......,......
Conversation/FloraBirdBook/Section ds12,...,...
Conversation/FloraBirdBook/Section ds13,I really thought she was gonna say something there.,"A już wyglądało, jakby miała coś powiedzieć."
Conversation/FloraBirdBook/Section ds8,Have you seen this book before?,Widziałaś wcześniej tę książkę?
Conversation/FloraBirdBook/Section ds9,Do you know who it belongs to?,"Wiesz, do kogo należy?"
Conversation/FloraCaseFile/Section ds20,...,...
Conversation/FloraCeramicEgg/Section ds10,Why do you keep it locked?,Dlaczego trzymasz je pod kluczem?
Conversation/FloraCeramicEgg/Section ds11,-is there supposed to be something [h]in[/h] there? Or is it always empty?,-powinno być coś [h]w środku[/h]? Czy zawsze jest puste?
Conversation/FloraCeramicEgg/Section ds12,...,...
Conversation/FloraCeramicEgg/Section ds8,Flora - this is... your egg?,Flora - to... twoje jajko?
Conversation/FloraCeramicEgg/Section ds9,...,...
Conversation/FloraCrackedTape/Section ds8,...,...
Conversation/FloraCrumpledPetals/Section ds8,...,...
Conversation/FloraDamagedTape/Section ds8,...,...
Conversation/FloraFelix/Section ds2,"We met Felix, your husband.","Poznaliśmy Felixa, twojego męża."
Conversation/FloraFelix/Section ds3,...,...
Conversation/FloraFelix/Section ds5,He's one of our suspects - and he seems [h]pretty[/h] suspicious if you ask me.,"Jest jednym z naszych podejrzanych - i jeśli mnie pytasz, zachowuje się [h]bardzo[/h] podejrzanie."
Conversation/FloraFelix/Section ds6,So - if you wanna stick up for him... now's your chance!,Więc jeśli chcesz stanąć w jego obronie... masz teraz okazję!
Conversation/FloraFelix/Section ds7,...,...
Conversation/FloraFelix/Section ds8,Nice try.,Niezła próba.
Conversation/FloraFelix/Section ds9,...,...
Conversation/FloraFelixsModels/Section ds10,Do [h]you[/h] have any hobbies?,Czy [h]ty[/h] masz jakieś hobby?
Conversation/FloraFelixsModels/Section ds11,...,...
Conversation/FloraFelixsModels/Section ds8,What do you think of your husband's hobby?,Co sądzisz o hobby swojego męża?
Conversation/FloraFelixsModels/Section ds9,...,...
Conversation/FloraFifi/Section ds2,We spoke to your daughter Fifi.,"Rozmawialiśmy z twoją córką, Fifi."
Conversation/FloraFifi/Section ds3,...,...
Conversation/FloraFifi/Section ds4,You must be proud of her. ,Musisz być z niej dumna. 
Conversation/FloraFifi/Section ds5,...,...
Conversation/FloraFifi/Section ds6,She's some kind of super intelligent scientist.,To jakaś superinteligentna naukowczyni.
Conversation/FloraFitz/Section ds2,Do you and Fitz have [h]anything[/h] to do with each other?,Łączy cię coś z Fitzem? [h]Cokolwiek?[/h]
Conversation/FloraFitz/Section ds3,Other... than your initials.,Poza... inicjałami.
Conversation/FloraFitz/Section ds4,...,...
Conversation/FloraFlora/Section ds2,Anything we should know? Any hobbies?,Powinniśmy coś o tobie wiedzieć? Masz jakieś hobby?
Conversation/FloraFlora/Section ds3,Besides... staring out the window?,Poza... wpatrywaniem się przez okno?
Conversation/FloraFlora/Section ds4,...,...
Conversation/FloraFlorasDrawings/Section ds12,...,...
Conversation/FloraFlorasDrawings/Section ds13,"I like these drawings, Flora.","Podobają mi się te rysunki, Flora."
Conversation/FloraFlorasDrawings/Section ds14,...is there a reason why you wanted us to see them?,"...jest jakiś powód, dla którego chciałaś, żebyśmy je zobaczyli?"
Conversation/FloraFourFeathers/Section ds8,Do you recognise any of these feathers?,Rozpoznajesz któreś z tych piór?
Conversation/FloraFourFeathers/Section ds9,...,...
Conversation/FloraFreya/Section ds20,Were you close with Freya?,Byłyście z Freyą blisko?
Conversation/FloraFreya/Section ds21,...,...
Conversation/FloraFreya/Section ds22,How are you two related?,Jak jesteście spokrewnione?
Conversation/FloraFreya/Section ds23,...,...
Conversation/FloraFreya/Section ds24,Did you [h]kill[/h] Freya?,Czy [h]zabiłaś[/h] Freyę?
Conversation/FloraFreya/Section ds25,...,...
Conversation/FloraFreya/Section ds26,Grimoire!,Grimoire!
Conversation/FloraFreya/Section ds27,...,...
Conversation/FloraFreya/Section ds28,"What!?
I don't even think she's [h]listening.[/h]","Co!?
Przecież nawet nie sądzę, żeby nas [h]słuchała.[/h]"
Conversation/FloraFreya/Section ds29,"Oh, she's listening.","Och, słucha."
Conversation/FloraFreyasDrawings/Section ds8,...,...
Conversation/FloraFreyasPaints/Section ds8,...,...
Conversation/FloraGoldenBeetle/Section ds8,Do you know anything about this beetle?,Wiesz coś o tym żuku?
Conversation/FloraGoldenBeetle/Section ds9,...,...
Conversation/FloraGramaphone/Section ds10,Do you know why it's cracked?,"Wiesz, dlaczego jest pęknięty?"
Conversation/FloraGramaphone/Section ds11,...,...
Conversation/FloraGramaphone/Section ds8,...is this your gramophone?,...czy to twój gramofon?
Conversation/FloraGramaphone/Section ds9,...,...
Conversation/FloraHarpStatue/Section ds8,...,...
Conversation/FloraHawkshaw/Section ds2,We spoke to Hawkshaw.,Rozmawialiśmy z Hawkshaw.
Conversation/FloraHawkshaw/Section ds3,...,...
Conversation/FloraHawkshaw/Section ds4,"I assume [h]she[/h] didn't get anything out of you, either.","Zakładam, że [h]ona[/h] też niczego z ciebie nie wyciągnęła."
Conversation/FloraHawkshaw/Section ds5,I bet that really ticked her off.,"Założę się, że nieźle ją to wkurzyło."
Conversation/FloraHornStatue/Section ds8,...,...
Conversation/FloraIntro/Section ds1,Flora... Fellow?,Flora... Fellow?
Conversation/FloraIntro/Section ds11,"She's entitled to her silence, I suppose.",Chyba ma prawo milczeć.
Conversation/FloraIntro/Section ds12,For now...,Na razie...
